agent_action;agent_location;agentnr_victims;agentscore;human_action;human_location;humannr_victims;humanscore;world_nr;tick_nr
;(28, 28);0;0;;(1, 1);0;0;1;0
;(28, 28);0;0;;(1, 1);0;0;1;1
;(28, 28);0;0;;(1, 1);0;0;1;2
;(28, 28);0;0;;(1, 1);0;0;1;3
;(28, 28);0;0;;(1, 1);0;0;1;4
;(28, 28);0;0;;(1, 1);0;0;1;5
;(28, 28);0;0;;(1, 1);0;0;1;6
;(28, 28);0;0;;(1, 1);0;0;1;7
;(28, 28);0;0;;(1, 1);0;0;1;8
;(28, 28);0;0;;(1, 1);0;0;1;9
;(28, 28);0;0;;(1, 1);0;0;1;10
;(28, 28);0;0;;(1, 1);0;0;1;11
;(28, 28);0;0;;(1, 1);0;0;1;12
;(28, 28);0;0;;(1, 1);0;0;1;13
;(28, 28);0;0;;(1, 1);0;0;1;14
;(28, 28);0;0;;(1, 1);0;0;1;15
;(28, 28);0;0;;(1, 1);0;0;1;16
;(28, 28);0;0;;(1, 1);0;0;1;17
;(28, 28);0;0;;(1, 1);0;0;1;18
;(28, 28);0;0;;(1, 1);0;0;1;19
;(28, 28);0;0;;(1, 1);0;0;1;20
;(28, 28);0;0;;(1, 1);0;0;1;21
;(28, 28);0;0;;(1, 1);0;0;1;22
;(28, 28);0;0;;(1, 1);0;0;1;23
;(28, 28);0;0;;(1, 1);0;0;1;24
;(28, 28);0;0;;(1, 1);0;0;1;25
;(28, 28);0;0;;(1, 1);0;0;1;26
;(28, 28);0;0;;(1, 1);0;0;1;27
;(28, 28);0;0;;(1, 1);0;0;1;28
;(28, 28);0;0;;(1, 1);0;0;1;29
;(28, 28);0;0;;(1, 1);0;0;1;30
;(28, 28);0;0;;(1, 1);0;0;1;31
MoveNorth;(28, 28);0;0;;(1, 1);0;0;1;32
MoveNorth;(28, 28);0;0;;(1, 1);0;0;1;33
MoveNorth;(28, 28);0;0;;(1, 1);0;0;1;34
MoveNorth;(28, 28);0;0;;(1, 1);0;0;1;35
MoveNorth;(28, 28);0;0;;(1, 1);0;0;1;36
MoveNorth;(28, 27);0;0;;(1, 1);0;0;1;37
MoveNorth;(28, 27);0;0;;(1, 1);0;0;1;38
MoveNorth;(28, 27);0;0;;(1, 1);0;0;1;39
MoveNorth;(28, 27);0;0;;(1, 1);0;0;1;40
MoveNorth;(28, 27);0;0;MoveSouth;(1, 1);0;0;1;41
MoveNorth;(28, 27);0;0;MoveSouth;(1, 2);0;0;1;42
MoveNorth;(28, 26);0;0;;(1, 2);0;0;1;43
MoveNorth;(28, 26);0;0;MoveSouth;(1, 2);0;0;1;44
MoveNorth;(28, 26);0;0;MoveSouth;(1, 3);0;0;1;45
MoveNorth;(28, 26);0;0;;(1, 3);0;0;1;46
MoveNorth;(28, 26);0;0;MoveSouth;(1, 3);0;0;1;47
MoveNorth;(28, 26);0;0;MoveSouth;(1, 4);0;0;1;48
MoveNorth;(28, 25);0;0;MoveSouth;(1, 4);0;0;1;49
MoveNorth;(28, 25);0;0;MoveSouth;(1, 5);0;0;1;50
MoveNorth;(28, 25);0;0;MoveSouth;(1, 5);0;0;1;51
MoveNorth;(28, 25);0;0;MoveSouth;(1, 6);0;0;1;52
MoveNorth;(28, 25);0;0;;(1, 6);0;0;1;53
MoveNorth;(28, 25);0;0;;(1, 6);0;0;1;54
MoveNorth;(28, 24);0;0;;(1, 6);0;0;1;55
MoveNorth;(28, 24);0;0;MoveEast;(1, 6);0;0;1;56
MoveNorth;(28, 24);0;0;MoveEast;(2, 6);0;0;1;57
MoveNorth;(28, 24);0;0;;(2, 6);0;0;1;58
MoveNorth;(28, 24);0;0;MoveEast;(2, 6);0;0;1;59
MoveNorth;(28, 24);0;0;MoveEast;(3, 6);0;0;1;60
MoveNorth;(28, 23);0;0;;(3, 6);0;0;1;61
MoveNorth;(28, 23);0;0;MoveEast;(3, 6);0;0;1;62
MoveNorth;(28, 23);0;0;MoveEast;(4, 6);0;0;1;63
MoveNorth;(28, 23);0;0;;(4, 6);0;0;1;64
MoveNorth;(28, 23);0;0;MoveEast;(4, 6);0;0;1;65
MoveNorth;(28, 23);0;0;MoveEast;(5, 6);0;0;1;66
MoveNorth;(28, 22);0;0;;(5, 6);0;0;1;67
MoveNorth;(28, 22);0;0;MoveEast;(5, 6);0;0;1;68
MoveNorth;(28, 22);0;0;MoveEast;(6, 6);0;0;1;69
MoveNorth;(28, 22);0;0;MoveEast;(6, 6);0;0;1;70
MoveNorth;(28, 22);0;0;MoveEast;(7, 6);0;0;1;71
MoveNorth;(28, 22);0;0;;(7, 6);0;0;1;72
MoveNorth;(28, 21);0;0;MoveEast;(7, 6);0;0;1;73
MoveNorth;(28, 21);0;0;MoveEast;(8, 6);0;0;1;74
MoveNorth;(28, 21);0;0;MoveEast;(8, 6);0;0;1;75
MoveNorth;(28, 21);0;0;MoveEast;(8, 6);0;0;1;76
MoveNorth;(28, 21);0;0;;(8, 6);0;0;1;77
MoveNorth;(28, 21);0;0;MoveSouth;(8, 6);0;0;1;78
MoveNorth;(28, 20);0;0;MoveSouth;(8, 7);0;0;1;79
MoveNorth;(28, 20);0;0;;(8, 7);0;0;1;80
MoveNorth;(28, 20);0;0;;(8, 7);0;0;1;81
MoveNorth;(28, 20);0;0;MoveSouth;(8, 7);0;0;1;82
MoveNorth;(28, 20);0;0;MoveSouth;(8, 8);0;0;1;83
MoveNorth;(28, 20);0;0;;(8, 8);0;0;1;84
MoveNorth;(28, 19);0;0;MoveSouth;(8, 8);0;0;1;85
MoveNorth;(28, 19);0;0;MoveSouth;(8, 9);0;0;1;86
MoveNorth;(28, 19);0;0;;(8, 9);0;0;1;87
MoveNorth;(28, 19);0;0;MoveSouth;(8, 9);0;0;1;88
MoveNorth;(28, 19);0;0;MoveSouth;(8, 10);0;0;1;89
MoveNorth;(28, 19);0;0;;(8, 10);0;0;1;90
MoveNorth;(28, 18);0;0;;(8, 10);0;0;1;91
MoveNorthWest;(28, 18);0;0;;(8, 10);0;0;1;92
MoveNorthWest;(28, 18);0;0;MoveEast;(8, 10);0;0;1;93
MoveNorthWest;(28, 18);0;0;MoveEast;(9, 10);0;0;1;94
MoveNorthWest;(28, 18);0;0;;(9, 10);0;0;1;95
MoveNorthWest;(28, 18);0;0;MoveEast;(9, 10);0;0;1;96
MoveNorthWest;(27, 17);0;0;MoveEast;(10, 10);0;0;1;97
MoveWest;(27, 17);0;0;;(10, 10);0;0;1;98
