agent_action;agent_location;agentnr_victims;human_action;human_location;humannr_victims;world_nr;tick_nr
;(28, 28);0;;(1, 1);0;1;0
;(28, 28);0;;(1, 1);0;1;1
;(28, 28);0;;(1, 1);0;1;2
;(28, 28);0;;(1, 1);0;1;3
;(28, 28);0;;(1, 1);0;1;4
;(28, 28);0;;(1, 1);0;1;5
;(28, 28);0;;(1, 1);0;1;6
;(28, 28);0;;(1, 1);0;1;7
;(28, 28);0;;(1, 1);0;1;8
;(28, 28);0;;(1, 1);0;1;9
;(28, 28);0;;(1, 1);0;1;10
;(28, 28);0;;(1, 1);0;1;11
;(28, 28);0;;(1, 1);0;1;12
;(28, 28);0;;(1, 1);0;1;13
;(28, 28);0;;(1, 1);0;1;14
;(28, 28);0;;(1, 1);0;1;15
;(28, 28);0;;(1, 1);0;1;16
;(28, 28);0;;(1, 1);0;1;17
;(28, 28);0;;(1, 1);0;1;18
;(28, 28);0;;(1, 1);0;1;19
MoveNorth;(28, 28);0;;(1, 1);0;1;20
MoveNorth;(28, 28);0;;(1, 1);0;1;21
MoveNorth;(28, 28);0;;(1, 1);0;1;22
MoveNorth;(28, 28);0;;(1, 1);0;1;23
MoveNorth;(28, 28);0;;(1, 1);0;1;24
MoveNorth;(28, 27);0;;(1, 1);0;1;25
MoveNorth;(28, 27);0;;(1, 1);0;1;26
MoveNorth;(28, 27);0;;(1, 1);0;1;27
MoveNorth;(28, 27);0;;(1, 1);0;1;28
MoveNorth;(28, 27);0;MoveSouth;(1, 1);0;1;29
MoveNorth;(28, 27);0;MoveSouth;(1, 2);0;1;30
MoveNorth;(28, 26);0;;(1, 2);0;1;31
MoveNorth;(28, 26);0;MoveSouth;(1, 2);0;1;32
MoveNorth;(28, 26);0;MoveSouth;(1, 3);0;1;33
MoveNorth;(28, 26);0;MoveSouth;(1, 3);0;1;34
MoveNorth;(28, 26);0;MoveSouth;(1, 4);0;1;35
MoveNorth;(28, 26);0;;(1, 4);0;1;36
MoveNorth;(28, 25);0;;(1, 4);0;1;37
MoveNorth;(28, 25);0;MoveEast;(1, 4);0;1;38
MoveNorth;(28, 25);0;MoveEast;(2, 4);0;1;39
MoveNorth;(28, 25);0;;(2, 4);0;1;40
MoveNorth;(28, 25);0;;(2, 4);0;1;41
MoveNorth;(28, 25);0;MoveSouth;(2, 4);0;1;42
MoveNorth;(28, 24);0;MoveSouth;(2, 5);0;1;43
MoveNorth;(28, 24);0;;(2, 5);0;1;44
MoveNorth;(28, 24);0;;(2, 5);0;1;45
MoveNorth;(28, 24);0;MoveSouth;(2, 5);0;1;46
MoveNorth;(28, 24);0;MoveSouth;(2, 6);0;1;47
MoveNorth;(28, 24);0;;(2, 6);0;1;48
MoveNorth;(28, 23);0;MoveSouth;(2, 6);0;1;49
MoveNorthWest;(28, 23);0;MoveSouth;(2, 6);0;1;50
MoveNorthWest;(28, 23);0;;(2, 6);0;1;51
MoveNorthWest;(28, 23);0;MoveEast;(2, 6);0;1;52
MoveNorthWest;(28, 23);0;MoveEast;(3, 6);0;1;53
