agent_action;agent_location;agentnr_victims;agentscore;human_action;human_location;humannr_victims;humanscore;world_nr;tick_nr
;(2, 1);0;0;;(1, 1);0;0;1;0
;(2, 1);0;0;;(1, 1);0;0;1;1
;(2, 1);0;0;;(1, 1);0;0;1;2
;(2, 1);0;0;;(1, 1);0;0;1;3
;(2, 1);0;0;;(1, 1);0;0;1;4
;(2, 1);0;0;;(1, 1);0;0;1;5
;(2, 1);0;0;;(1, 1);0;0;1;6
;(2, 1);0;0;;(1, 1);0;0;1;7
;(2, 1);0;0;;(1, 1);0;0;1;8
;(2, 1);0;0;;(1, 1);0;0;1;9
;(2, 1);0;0;;(1, 1);0;0;1;10
;(2, 1);0;0;;(1, 1);0;0;1;11
;(2, 1);0;0;;(1, 1);0;0;1;12
;(2, 1);0;0;;(1, 1);0;0;1;13
;(2, 1);0;0;;(1, 1);0;0;1;14
;(2, 1);0;0;;(1, 1);0;0;1;15
;(2, 1);0;0;;(1, 1);0;0;1;16
;(2, 1);0;0;;(1, 1);0;0;1;17
;(2, 1);0;0;;(1, 1);0;0;1;18
;(2, 1);0;0;;(1, 1);0;0;1;19
;(2, 1);0;0;;(1, 1);0;0;1;20
;(2, 1);0;0;;(1, 1);0;0;1;21
;(2, 1);0;0;;(1, 1);0;0;1;22
;(2, 1);0;0;;(1, 1);0;0;1;23
;(2, 1);0;0;;(1, 1);0;0;1;24
;(2, 1);0;0;;(1, 1);0;0;1;25
;(2, 1);0;0;;(1, 1);0;0;1;26
;(2, 1);0;0;;(1, 1);0;0;1;27
;(2, 1);0;0;;(1, 1);0;0;1;28
;(2, 1);0;0;;(1, 1);0;0;1;29
;(2, 1);0;0;;(1, 1);0;0;1;30
;(2, 1);0;0;;(1, 1);0;0;1;31
;(2, 1);0;0;;(1, 1);0;0;1;32
;(2, 1);0;0;;(1, 1);0;0;1;33
;(2, 1);0;0;;(1, 1);0;0;1;34
;(2, 1);0;0;;(1, 1);0;0;1;35
;(2, 1);0;0;;(1, 1);0;0;1;36
;(2, 1);0;0;;(1, 1);0;0;1;37
;(2, 1);0;0;;(1, 1);0;0;1;38
;(2, 1);0;0;;(1, 1);0;0;1;39
;(2, 1);0;0;;(1, 1);0;0;1;40
;(2, 1);0;0;;(1, 1);0;0;1;41
;(2, 1);0;0;;(1, 1);0;0;1;42
;(2, 1);0;0;;(1, 1);0;0;1;43
;(2, 1);0;0;;(1, 1);0;0;1;44
;(2, 1);0;0;;(1, 1);0;0;1;45
;(2, 1);0;0;;(1, 1);0;0;1;46
;(2, 1);0;0;;(1, 1);0;0;1;47
;(2, 1);0;0;;(1, 1);0;0;1;48
;(2, 1);0;0;;(1, 1);0;0;1;49
;(2, 1);0;0;;(1, 1);0;0;1;50
;(2, 1);0;0;;(1, 1);0;0;1;51
;(2, 1);0;0;;(1, 1);0;0;1;52
;(2, 1);0;0;;(1, 1);0;0;1;53
;(2, 1);0;0;;(1, 1);0;0;1;54
;(2, 1);0;0;;(1, 1);0;0;1;55
;(2, 1);0;0;;(1, 1);0;0;1;56
;(2, 1);0;0;;(1, 1);0;0;1;57
;(2, 1);0;0;;(1, 1);0;0;1;58
;(2, 1);0;0;;(1, 1);0;0;1;59
;(2, 1);0;0;;(1, 1);0;0;1;60
;(2, 1);0;0;;(1, 1);0;0;1;61
;(2, 1);0;0;;(1, 1);0;0;1;62
;(2, 1);0;0;;(1, 1);0;0;1;63
;(2, 1);0;0;;(1, 1);0;0;1;64
;(2, 1);0;0;;(1, 1);0;0;1;65
;(2, 1);0;0;;(1, 1);0;0;1;66
;(2, 1);0;0;;(1, 1);0;0;1;67
;(2, 1);0;0;;(1, 1);0;0;1;68
;(2, 1);0;0;;(1, 1);0;0;1;69
;(2, 1);0;0;;(1, 1);0;0;1;70
;(2, 1);0;0;;(1, 1);0;0;1;71
;(2, 1);0;0;;(1, 1);0;0;1;72
;(2, 1);0;0;;(1, 1);0;0;1;73
;(2, 1);0;0;;(1, 1);0;0;1;74
;(2, 1);0;0;;(1, 1);0;0;1;75
;(2, 1);0;0;;(1, 1);0;0;1;76
;(2, 1);0;0;;(1, 1);0;0;1;77
;(2, 1);0;0;;(1, 1);0;0;1;78
;(2, 1);0;0;;(1, 1);0;0;1;79
;(2, 1);0;0;;(1, 1);0;0;1;80
;(2, 1);0;0;;(1, 1);0;0;1;81
;(2, 1);0;0;;(1, 1);0;0;1;82
;(2, 1);0;0;;(1, 1);0;0;1;83
;(2, 1);0;0;;(1, 1);0;0;1;84
;(2, 1);0;0;;(1, 1);0;0;1;85
;(2, 1);0;0;;(1, 1);0;0;1;86
;(2, 1);0;0;;(1, 1);0;0;1;87
;(2, 1);0;0;;(1, 1);0;0;1;88
;(2, 1);0;0;;(1, 1);0;0;1;89
;(2, 1);0;0;;(1, 1);0;0;1;90
;(2, 1);0;0;;(1, 1);0;0;1;91
;(2, 1);0;0;;(1, 1);0;0;1;92
;(2, 1);0;0;;(1, 1);0;0;1;93
;(2, 1);0;0;;(1, 1);0;0;1;94
