total_messages_human;total_messages_agent;average_message_length_human;average_message_length_agent;world_nr;tick_nr
0;0;nan;nan;1;0
0;0;nan;nan;1;1
0;1;nan;57.0;1;2
0;1;nan;57.0;1;3
0;1;nan;57.0;1;4
0;1;nan;57.0;1;5
0;1;nan;57.0;1;6
0;1;nan;57.0;1;7
0;1;nan;57.0;1;8
0;1;nan;57.0;1;9
0;1;nan;57.0;1;10
0;1;nan;57.0;1;11
0;1;nan;57.0;1;12
0;1;nan;57.0;1;13
0;1;nan;57.0;1;14
0;1;nan;57.0;1;15
0;1;nan;57.0;1;16
0;1;nan;57.0;1;17
1;1;1.0;57.0;1;18
1;2;1.0;50.5;1;19
1;2;1.0;50.5;1;20
1;2;1.0;50.5;1;21
1;2;1.0;50.5;1;22
1;2;1.0;50.5;1;23
1;2;1.0;50.5;1;24
1;2;1.0;50.5;1;25
1;2;1.0;50.5;1;26
1;2;1.0;50.5;1;27
1;2;1.0;50.5;1;28
1;2;1.0;50.5;1;29
1;2;1.0;50.5;1;30
1;2;1.0;50.5;1;31
1;2;1.0;50.5;1;32
1;2;1.0;50.5;1;33
1;2;1.0;50.5;1;34
1;2;1.0;50.5;1;35
1;2;1.0;50.5;1;36
1;2;1.0;50.5;1;37
1;2;1.0;50.5;1;38
1;2;1.0;50.5;1;39
1;2;1.0;50.5;1;40
1;2;1.0;50.5;1;41
1;2;1.0;50.5;1;42
1;2;1.0;50.5;1;43
1;2;1.0;50.5;1;44
1;2;1.0;50.5;1;45
1;2;1.0;50.5;1;46
1;2;1.0;50.5;1;47
1;2;1.0;50.5;1;48
1;2;1.0;50.5;1;49
1;2;1.0;50.5;1;50
1;2;1.0;50.5;1;51
1;2;1.0;50.5;1;52
1;2;1.0;50.5;1;53
1;2;1.0;50.5;1;54
1;2;1.0;50.5;1;55
1;2;1.0;50.5;1;56
1;2;1.0;50.5;1;57
1;2;1.0;50.5;1;58
1;2;1.0;50.5;1;59
1;2;1.0;50.5;1;60
1;2;1.0;50.5;1;61
1;2;1.0;50.5;1;62
1;2;1.0;50.5;1;63
1;2;1.0;50.5;1;64
1;2;1.0;50.5;1;65
1;2;1.0;50.5;1;66
1;2;1.0;50.5;1;67
1;2;1.0;50.5;1;68
1;2;1.0;50.5;1;69
1;2;1.0;50.5;1;70
1;2;1.0;50.5;1;71
1;2;1.0;50.5;1;72
1;2;1.0;50.5;1;73
1;2;1.0;50.5;1;74
1;2;1.0;50.5;1;75
1;2;1.0;50.5;1;76
1;2;1.0;50.5;1;77
1;2;1.0;50.5;1;78
1;2;1.0;50.5;1;79
2;2;1.0;50.5;1;80
2;3;1.0;52.67;1;81
2;3;1.0;52.67;1;82
2;3;1.0;52.67;1;83
2;3;1.0;52.67;1;84
2;3;1.0;52.67;1;85
2;3;1.0;52.67;1;86
2;3;1.0;52.67;1;87
2;3;1.0;52.67;1;88
2;3;1.0;52.67;1;89
2;3;1.0;52.67;1;90
2;3;1.0;52.67;1;91
2;3;1.0;52.67;1;92
2;3;1.0;52.67;1;93
2;3;1.0;52.67;1;94
2;3;1.0;52.67;1;95
2;3;1.0;52.67;1;96
2;3;1.0;52.67;1;97
2;3;1.0;52.67;1;98
2;3;1.0;52.67;1;99
2;3;1.0;52.67;1;100
2;3;1.0;52.67;1;101
2;3;1.0;52.67;1;102
2;3;1.0;52.67;1;103
2;3;1.0;52.67;1;104
2;3;1.0;52.67;1;105
2;3;1.0;52.67;1;106
2;3;1.0;52.67;1;107
2;3;1.0;52.67;1;108
2;3;1.0;52.67;1;109
2;3;1.0;52.67;1;110
2;3;1.0;52.67;1;111
2;3;1.0;52.67;1;112
2;3;1.0;52.67;1;113
2;3;1.0;52.67;1;114
2;3;1.0;52.67;1;115
2;3;1.0;52.67;1;116
3;3;1.0;52.67;1;117
3;3;1.0;52.67;1;118
3;4;1.0;53.75;1;119
3;4;1.0;53.75;1;120
3;4;1.0;53.75;1;121
3;4;1.0;53.75;1;122
3;4;1.0;53.75;1;123
3;4;1.0;53.75;1;124
3;4;1.0;53.75;1;125
3;4;1.0;53.75;1;126
3;4;1.0;53.75;1;127
3;4;1.0;53.75;1;128
3;4;1.0;53.75;1;129
3;4;1.0;53.75;1;130
4;4;1.0;53.75;1;131
4;5;1.0;55.2;1;132
4;5;1.0;55.2;1;133
4;5;1.0;55.2;1;134
4;5;1.0;55.2;1;135
4;5;1.0;55.2;1;136
4;5;1.0;55.2;1;137
4;5;1.0;55.2;1;138
4;5;1.0;55.2;1;139
4;5;1.0;55.2;1;140
5;5;1.0;55.2;1;141
5;6;1.0;55.67;1;142
5;6;1.0;55.67;1;143
5;6;1.0;55.67;1;144
5;6;1.0;55.67;1;145
5;6;1.0;55.67;1;146
5;6;1.0;55.67;1;147
5;6;1.0;55.67;1;148
5;6;1.0;55.67;1;149
5;6;1.0;55.67;1;150
5;6;1.0;55.67;1;151
5;6;1.0;55.67;1;152
5;6;1.0;55.67;1;153
5;6;1.0;55.67;1;154
5;6;1.0;55.67;1;155
5;6;1.0;55.67;1;156
5;6;1.0;55.67;1;157
5;6;1.0;55.67;1;158
5;6;1.0;55.67;1;159
5;6;1.0;55.67;1;160
5;6;1.0;55.67;1;161
5;6;1.0;55.67;1;162
5;6;1.0;55.67;1;163
