total_messages_human;total_messages_agent;average_message_length_human;average_message_length_agent;world_nr;tick_nr
0;0;nan;nan;1;0
0;0;nan;nan;1;1
0;1;nan;57.0;1;2
0;1;nan;57.0;1;3
0;1;nan;57.0;1;4
0;1;nan;57.0;1;5
0;1;nan;57.0;1;6
0;1;nan;57.0;1;7
0;1;nan;57.0;1;8
0;1;nan;57.0;1;9
0;1;nan;57.0;1;10
0;1;nan;57.0;1;11
0;1;nan;57.0;1;12
0;1;nan;57.0;1;13
0;1;nan;57.0;1;14
0;1;nan;57.0;1;15
0;1;nan;57.0;1;16
0;1;nan;57.0;1;17
0;1;nan;57.0;1;18
0;1;nan;57.0;1;19
0;1;nan;57.0;1;20
0;1;nan;57.0;1;21
0;1;nan;57.0;1;22
0;1;nan;57.0;1;23
0;1;nan;57.0;1;24
0;1;nan;57.0;1;25
0;1;nan;57.0;1;26
0;1;nan;57.0;1;27
0;1;nan;57.0;1;28
0;1;nan;57.0;1;29
0;1;nan;57.0;1;30
0;1;nan;57.0;1;31
0;1;nan;57.0;1;32
0;1;nan;57.0;1;33
0;1;nan;57.0;1;34
0;1;nan;57.0;1;35
0;1;nan;57.0;1;36
0;1;nan;57.0;1;37
0;1;nan;57.0;1;38
0;1;nan;57.0;1;39
0;1;nan;57.0;1;40
0;1;nan;57.0;1;41
0;1;nan;57.0;1;42
0;1;nan;57.0;1;43
0;1;nan;57.0;1;44
0;1;nan;57.0;1;45
0;1;nan;57.0;1;46
0;1;nan;57.0;1;47
0;1;nan;57.0;1;48
0;1;nan;57.0;1;49
0;1;nan;57.0;1;50
0;1;nan;57.0;1;51
0;1;nan;57.0;1;52
0;1;nan;57.0;1;53
0;1;nan;57.0;1;54
0;1;nan;57.0;1;55
0;1;nan;57.0;1;56
0;1;nan;57.0;1;57
0;1;nan;57.0;1;58
0;1;nan;57.0;1;59
0;1;nan;57.0;1;60
0;1;nan;57.0;1;61
0;1;nan;57.0;1;62
0;1;nan;57.0;1;63
0;1;nan;57.0;1;64
0;1;nan;57.0;1;65
0;1;nan;57.0;1;66
1;1;1.0;57.0;1;67
1;2;1.0;50.5;1;68
1;2;1.0;50.5;1;69
1;2;1.0;50.5;1;70
1;2;1.0;50.5;1;71
1;2;1.0;50.5;1;72
1;2;1.0;50.5;1;73
1;2;1.0;50.5;1;74
1;2;1.0;50.5;1;75
1;2;1.0;50.5;1;76
1;2;1.0;50.5;1;77
1;2;1.0;50.5;1;78
1;2;1.0;50.5;1;79
1;2;1.0;50.5;1;80
1;2;1.0;50.5;1;81
1;2;1.0;50.5;1;82
1;2;1.0;50.5;1;83
1;2;1.0;50.5;1;84
1;2;1.0;50.5;1;85
1;2;1.0;50.5;1;86
2;2;1.0;50.5;1;87
2;3;1.0;52.67;1;88
2;3;1.0;52.67;1;89
2;3;1.0;52.67;1;90
2;3;1.0;52.67;1;91
2;3;1.0;52.67;1;92
2;3;1.0;52.67;1;93
2;3;1.0;52.67;1;94
2;3;1.0;52.67;1;95
2;3;1.0;52.67;1;96
2;3;1.0;52.67;1;97
2;3;1.0;52.67;1;98
2;3;1.0;52.67;1;99
2;3;1.0;52.67;1;100
2;3;1.0;52.67;1;101
2;3;1.0;52.67;1;102
2;3;1.0;52.67;1;103
2;3;1.0;52.67;1;104
3;3;1.0;52.67;1;105
3;3;1.0;52.67;1;106
3;4;1.0;53.75;1;107
3;4;1.0;53.75;1;108
3;4;1.0;53.75;1;109
3;4;1.0;53.75;1;110
3;4;1.0;53.75;1;111
3;4;1.0;53.75;1;112
3;4;1.0;53.75;1;113
3;4;1.0;53.75;1;114
3;4;1.0;53.75;1;115
3;4;1.0;53.75;1;116
3;4;1.0;53.75;1;117
3;4;1.0;53.75;1;118
3;4;1.0;53.75;1;119
3;4;1.0;53.75;1;120
3;4;1.0;53.75;1;121
3;4;1.0;53.75;1;122
3;4;1.0;53.75;1;123
3;4;1.0;53.75;1;124
3;4;1.0;53.75;1;125
3;4;1.0;53.75;1;126
3;4;1.0;53.75;1;127
3;4;1.0;53.75;1;128
3;4;1.0;53.75;1;129
3;4;1.0;53.75;1;130
3;4;1.0;53.75;1;131
3;4;1.0;53.75;1;132
3;4;1.0;53.75;1;133
3;4;1.0;53.75;1;134
3;4;1.0;53.75;1;135
3;4;1.0;53.75;1;136
3;4;1.0;53.75;1;137
3;4;1.0;53.75;1;138
3;4;1.0;53.75;1;139
3;4;1.0;53.75;1;140
3;4;1.0;53.75;1;141
3;4;1.0;53.75;1;142
3;4;1.0;53.75;1;143
3;4;1.0;53.75;1;144
3;4;1.0;53.75;1;145
3;4;1.0;53.75;1;146
3;4;1.0;53.75;1;147
3;4;1.0;53.75;1;148
3;4;1.0;53.75;1;149
3;4;1.0;53.75;1;150
3;4;1.0;53.75;1;151
3;4;1.0;53.75;1;152
3;4;1.0;53.75;1;153
3;4;1.0;53.75;1;154
3;4;1.0;53.75;1;155
3;4;1.0;53.75;1;156
3;4;1.0;53.75;1;157
3;4;1.0;53.75;1;158
3;4;1.0;53.75;1;159
3;4;1.0;53.75;1;160
3;4;1.0;53.75;1;161
3;4;1.0;53.75;1;162
3;4;1.0;53.75;1;163
3;4;1.0;53.75;1;164
3;4;1.0;53.75;1;165
3;4;1.0;53.75;1;166
