total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;world_nr;tick_nr
0;0;nan;nan;1;0
0;0;nan;nan;1;1
0;0;nan;nan;1;2
0;0;nan;nan;1;3
0;0;nan;nan;1;4
0;0;nan;nan;1;5
0;0;nan;nan;1;6
0;0;nan;nan;1;7
0;0;nan;nan;1;8
0;0;nan;nan;1;9
0;0;nan;nan;1;10
0;0;nan;nan;1;11
0;0;nan;nan;1;12
0;0;nan;nan;1;13
0;0;nan;nan;1;14
0;0;nan;nan;1;15
0;0;nan;nan;1;16
0;0;nan;nan;1;17
0;0;nan;nan;1;18
0;0;nan;nan;1;19
0;0;nan;nan;1;20
0;0;nan;nan;1;21
0;0;nan;nan;1;22
0;0;nan;nan;1;23
0;0;nan;nan;1;24
0;0;nan;nan;1;25
0;0;nan;nan;1;26
0;0;nan;nan;1;27
0;0;nan;nan;1;28
0;0;nan;nan;1;29
0;0;nan;nan;1;30
0;0;nan;nan;1;31
1;0;1.0;nan;1;32
1;0;1.0;nan;1;33
1;0;1.0;nan;1;34
1;0;1.0;nan;1;35
1;0;1.0;nan;1;36
1;0;1.0;nan;1;37
1;0;1.0;nan;1;38
1;0;1.0;nan;1;39
1;0;1.0;nan;1;40
1;0;1.0;nan;1;41
1;0;1.0;nan;1;42
1;0;1.0;nan;1;43
1;0;1.0;nan;1;44
1;0;1.0;nan;1;45
1;0;1.0;nan;1;46
1;0;1.0;nan;1;47
1;0;1.0;nan;1;48
1;0;1.0;nan;1;49
1;0;1.0;nan;1;50
1;0;1.0;nan;1;51
1;0;1.0;nan;1;52
1;0;1.0;nan;1;53
1;0;1.0;nan;1;54
1;0;1.0;nan;1;55
1;0;1.0;nan;1;56
1;0;1.0;nan;1;57
1;0;1.0;nan;1;58
1;0;1.0;nan;1;59
1;0;1.0;nan;1;60
1;0;1.0;nan;1;61
1;0;1.0;nan;1;62
1;0;1.0;nan;1;63
1;0;1.0;nan;1;64
1;0;1.0;nan;1;65
1;0;1.0;nan;1;66
1;0;1.0;nan;1;67
1;0;1.0;nan;1;68
1;0;1.0;nan;1;69
1;0;1.0;nan;1;70
1;0;1.0;nan;1;71
1;0;1.0;nan;1;72
1;0;1.0;nan;1;73
1;0;1.0;nan;1;74
1;0;1.0;nan;1;75
1;0;1.0;nan;1;76
1;0;1.0;nan;1;77
1;0;1.0;nan;1;78
1;0;1.0;nan;1;79
1;0;1.0;nan;1;80
1;0;1.0;nan;1;81
1;0;1.0;nan;1;82
1;0;1.0;nan;1;83
1;0;1.0;nan;1;84
1;0;1.0;nan;1;85
1;0;1.0;nan;1;86
1;0;1.0;nan;1;87
1;0;1.0;nan;1;88
1;0;1.0;nan;1;89
1;0;1.0;nan;1;90
1;0;1.0;nan;1;91
1;0;1.0;nan;1;92
1;0;1.0;nan;1;93
1;0;1.0;nan;1;94
1;0;1.0;nan;1;95
1;0;1.0;nan;1;96
1;0;1.0;nan;1;97
1;0;1.0;nan;1;98
1;0;1.0;nan;1;99
1;0;1.0;nan;1;100
1;0;1.0;nan;1;101
1;0;1.0;nan;1;102
1;0;1.0;nan;1;103
1;0;1.0;nan;1;104
1;0;1.0;nan;1;105
1;0;1.0;nan;1;106
1;0;1.0;nan;1;107
1;0;1.0;nan;1;108
1;0;1.0;nan;1;109
1;0;1.0;nan;1;110
1;0;1.0;nan;1;111
1;0;1.0;nan;1;112
1;0;1.0;nan;1;113
1;0;1.0;nan;1;114
1;0;1.0;nan;1;115
1;0;1.0;nan;1;116
1;0;1.0;nan;1;117
1;0;1.0;nan;1;118
1;0;1.0;nan;1;119
1;0;1.0;nan;1;120
1;0;1.0;nan;1;121
1;0;1.0;nan;1;122
1;0;1.0;nan;1;123
1;0;1.0;nan;1;124
1;0;1.0;nan;1;125
1;0;1.0;nan;1;126
1;0;1.0;nan;1;127
1;0;1.0;nan;1;128
1;0;1.0;nan;1;129
1;0;1.0;nan;1;130
1;0;1.0;nan;1;131
1;0;1.0;nan;1;132
1;0;1.0;nan;1;133
1;0;1.0;nan;1;134
1;0;1.0;nan;1;135
1;0;1.0;nan;1;136
1;0;1.0;nan;1;137
1;0;1.0;nan;1;138
1;0;1.0;nan;1;139
1;0;1.0;nan;1;140
1;0;1.0;nan;1;141
1;0;1.0;nan;1;142
1;0;1.0;nan;1;143
1;0;1.0;nan;1;144
1;0;1.0;nan;1;145
1;0;1.0;nan;1;146
1;0;1.0;nan;1;147
1;0;1.0;nan;1;148
1;0;1.0;nan;1;149
1;0;1.0;nan;1;150
1;0;1.0;nan;1;151
1;0;1.0;nan;1;152
1;0;1.0;nan;1;153
1;0;1.0;nan;1;154
1;0;1.0;nan;1;155
1;0;1.0;nan;1;156
1;0;1.0;nan;1;157
1;0;1.0;nan;1;158
1;0;1.0;nan;1;159
1;0;1.0;nan;1;160
1;0;1.0;nan;1;161
1;0;1.0;nan;1;162
1;0;1.0;nan;1;163
1;0;1.0;nan;1;164
1;0;1.0;nan;1;165
1;0;1.0;nan;1;166
1;0;1.0;nan;1;167
1;0;1.0;nan;1;168
1;0;1.0;nan;1;169
1;0;1.0;nan;1;170
1;0;1.0;nan;1;171
1;0;1.0;nan;1;172
1;0;1.0;nan;1;173
1;0;1.0;nan;1;174
